id,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3265.0,0.12574191086924968,0.10980771063664646,0.13752073510333485,0.1203301832265459,0.385578840187772,0.022634202290702413,0.06448832678553848,0.08196210138515796,0.08801429221424627,0.013441819221433667
3264.0,0.0970565806513179,0.08001108169659614,0.08691328277356175,0.1049284826758246,0.2245687750260887,0.01214653969077818,0.048646207354342635,0.07376958760987311,0.06382106243958599,0.009407586122114432
4582.0,0.1293593317908503,0.07028475674423658,0.0620765616267214,0.09766464095131142,0.211293072768135,0.04603293811633183,0.07187208679629228,0.1141696927063736,0.12366054562638124,0.06627302698528802
4585.0,0.10246686305066213,0.10690531186317351,0.08683594940657242,0.12835200660435042,0.22196521612521716,0.02610811429927064,0.07303601444042415,0.12972238502306002,0.05107226287564846,0.09656890800344664
4583.0,0.042506557861161996,0.021195727338100413,0.015655942804361295,0.044810164634007825,0.08608239010773534,0.032768906111651355,0.08107733034303331,0.11360857995161618,0.09379841317818732,0.0770538807265965
4569.0,0.14540525579245317,0.12417509220367033,0.11910085647773275,0.1608888633824044,0.22777106542579287,0.02337315578876593,0.08172303540055537,0.11630460638359187,0.08332856511232559,0.16394848152846955
4586.0,0.10658722205595832,0.08857675612168325,0.06580391858938146,0.11733389515391578,0.19417863988492534,0.027416687821991432,0.09745948802822024,0.15665664567906445,0.0909843979870685,0.15700091982061606
4587.0,0.10981505607436312,0.08180712371027642,0.08380428609570162,0.11767933607202243,0.2049611361968353,0.03821038352661727,0.07242211782641166,0.09189555801295424,0.0638973609554077,0.13086469469175324
4615.0,0.08403352461724942,0.06268982346051087,0.07144151440589196,0.11064381973140953,0.1524372172799661,0.05071604463078723,0.09743494538482277,0.11025157196013206,0.11117797441160918,0.09048449708742477
18708.0,0.040469078093543706,0.02272526776408688,0.024842450580657517,0.04337259581770641,0.0687361372550843,0.027192101662983713,0.06862345404570938,0.08350972411840979,0.08712544454866931,0.04620730056527074
4156.0,0.13127226219939644,0.12503350622450718,0.12962216176447122,0.14556840390733683,0.18965767107438958,0.08478064849114274,0.10931130975881527,0.13120288247796638,0.13303315061884224,0.08203037152274982
4092.0,0.07584673938942886,0.06830190738453822,0.08058522530726231,0.08428612010925862,0.08302972445089976,0.06759627889980535,0.06409952094032384,0.08878692889606561,0.1045831151846571,0.05736515527862829
4093.0,0.048959599039102505,0.044860048223536654,0.0610267741058543,0.07096556928898685,0.08032369942675453,0.05803964461149362,0.05511467173415938,0.12577280453139322,0.06682196964677917,0.031682636551201626
4106.0,0.10698954417076015,0.08635101416441358,0.11256311045027509,0.11369414149303993,0.1310575428789693,0.10826225844247148,0.0893687074253798,0.13695631290385793,0.17718365313039822,0.18508550135447735
4579.0,0.1103839719193768,0.09801832999912258,0.09297782840294662,0.08811891515938197,0.2745336103403961,0.004303073067151072,0.06952093372011786,0.08501110503578464,0.0933953454217644,-0.04496628625148522
4581.0,0.15470526501725662,0.11971531417901403,0.13797871780671153,0.12254116052329243,0.35252025617482957,0.027180207475835588,0.08933997858880399,0.11126350289469082,0.08876261105611855,0.06460172744982709
4604.0,0.19726407120724362,0.1496451548179144,0.15838720265686856,0.17271738800760267,0.3391833641611722,0.08546325931810954,0.15530483715975732,0.1586798185547879,0.1599536456881154,0.18768295716307973
4605.0,0.13323601898886844,0.09881636275186362,0.14848382316605255,0.13618718570928295,0.3767622945047155,0.028633242088487908,0.07112720861071378,0.09114815268477557,0.07071495517550372,0.013325841902563258
4580.0,0.19115553248917744,0.1220160719490292,0.14536099562740937,0.14269912176362115,0.4144548445943741,0.017957524708339258,0.08101211660335784,0.11465880707945215,0.06118711504088961,0.03613266152913506
4603.0,0.3014559254782171,0.21250142597423982,0.25736393209370223,0.24418652383264824,0.38372712492528754,0.14570429321525974,0.20081681155846248,0.16440003188305294,0.15535999975402526,0.21572826188585095
4602.0,0.1529124612105466,0.11363357881812743,0.16516466122909812,0.14464314359547276,0.48257426811854537,0.031791832833249226,0.08002679047292358,0.11197388800330423,0.07544609411697012,0.0032044637399039557
4572.0,0.11491404367380938,0.09926690159353896,0.11388821874861436,0.11163862059580501,0.30241657242313946,0.01585665646004552,0.05330157397154808,0.0858261793464124,0.05394716439466758,-0.0035207406124145254
4595.0,0.11418197778524883,0.10037802322209516,0.11836399582042195,0.11632901676321293,0.2929910259427187,0.02917003034784816,0.07664584806601106,0.10855106045842017,0.1087335952530091,0.033089876957303525
4593.0,0.2798580970379229,0.2269727620747467,0.2282951037427023,0.26579038014156453,0.39761577886722693,0.09208583399769711,0.20117217111038954,0.2179618046764624,0.18872180129020696,0.31498431012993
4592.0,0.19864467621202975,0.164789675041783,0.16252845344326255,0.19892083609347946,0.4067083740173331,0.06737940440039782,0.1312825431446915,0.20300633369722523,0.1690397391321317,0.13097752968696957
4590.0,0.16956097984679946,0.1260472879510742,0.1494603997676549,0.1377719231850339,0.37715185707042204,0.03808261972526084,0.10596477447024638,0.1271862100248378,0.09811632134453542,0.051684740325970174
4594.0,0.23662314800235457,0.149315428929589,0.12113938373489012,0.17844021831250795,0.2567243680942465,0.08490888237570551,0.13745626412598377,0.11189724154194501,0.12648360766536482,0.14703957042760754
4591.0,0.1369507289072366,0.11297042360979177,0.11735468024600064,0.12046678640336624,0.3499737249349247,0.03900702204800644,0.07620386393052407,0.12085102584310871,0.1619672094532692,0.039085827743977924
4091.0,0.14711049962133602,0.15290526948462366,0.14891706867741686,0.18896576337972731,0.2813607582486654,0.061474455268778816,0.10755531915280689,0.16362919227074543,0.15817145943771588,0.10999848031158352
4157.0,0.08556928361594436,0.07444832729224014,0.04904505851715814,0.07211874145886724,0.08375513891883267,0.011166790867589482,0.033241046118257934,0.08484072680907166,0.05728835096297994,-0.0002015515493018361
4090.0,0.05452453519402991,0.07654563626166791,0.060642826756969276,0.09961501213655495,0.08999696863339535,0.04710503550078922,0.06792772389515568,0.11062213305541253,0.12530457885362328,0.1316999391612632
4113.0,0.05341328498974994,0.09621646633792974,0.06641001416223259,0.09240955803731317,0.12714887383090473,0.08952102236325517,0.1249525807876498,0.2053839979779729,0.18550903384054968,0.12214627745774205
4114.0,0.06297285073625145,0.05912868342979986,0.046272637737408216,0.06601834340821382,0.04853773685633763,0.018013767997662404,0.04573861303025212,0.10187423584691868,0.06303723257879651,-0.008152898625546592
4158.0,0.04517014856318249,0.032458960276466935,-0.0007609555939563923,0.03838031582586354,0.02683269677669289,0.0016226095808621072,8.878260300903965e-05,0.059188560114147075,0.06258167349768481,0.006558189231545212
18715.0,0.16016080545064382,0.14011031027595314,0.1362514148657683,0.16955568549720593,0.2407903672097559,0.032401717788510476,0.055076250343194376,0.10427520196687823,0.02731783419223349,-0.013612581513264917
4115.0,0.08084315172068722,0.06491053297238492,0.0569608458985124,0.06704922022853646,0.04994518195500339,0.016744052656888588,0.036824455068573736,0.060104778526735465,0.07335058825166567,0.07213415299784826
